month,case_count,tested_positive,tested_negative,deaths,tested_total,positivity_rate,month_ts,calendar_month,year,month_sin,month_cos,case_count_lag1,case_count_lag2,case_count_lag3,case_count_lag6,case_count_lag12,case_count_roll3_mean,case_count_roll6_mean,case_count_roll3_max,case_growth_lag1,positivity_rate_lag1,target_next_month_cases
2017-02,195,34,161,0,195,0.17435897435897435,2017-02-01,2,2017,0.8660254037844386,0.5000000000000001,162.0,54.0,70.0,48.0,324.0,95.33333333333333,78.5,162.0,108.0,0.12345679012345678,263.0
2017-03,263,44,202,0,246,0.17886178861788618,2017-03-01,3,2017,1.0,6.123233995736766e-17,195.0,162.0,54.0,59.0,236.0,137.0,103.0,195.0,33.0,0.17435897435897435,181.0
2017-04,181,20,161,0,181,0.11049723756906077,2017-04-01,4,2017,0.8660254037844387,-0.4999999999999998,263.0,195.0,162.0,78.0,173.0,206.66666666666666,137.0,263.0,68.0,0.17886178861788618,148.0
2017-05,148,12,136,0,148,0.08108108108108109,2017-05-01,5,2017,0.49999999999999994,-0.8660254037844387,181.0,263.0,195.0,70.0,89.0,213.0,154.16666666666666,263.0,-82.0,0.11049723756906077,171.0
2017-06,171,31,139,0,170,0.18235294117647058,2017-06-01,6,2017,1.2246467991473532e-16,-1.0,148.0,181.0,263.0,54.0,61.0,197.33333333333334,167.16666666666666,263.0,-33.0,0.08108108108108109,140.0
2017-07,140,13,125,0,138,0.09420289855072464,2017-07-01,7,2017,-0.4999999999999997,-0.8660254037844388,171.0,148.0,181.0,162.0,61.0,166.66666666666666,186.66666666666666,181.0,23.0,0.18235294117647058,173.0
2017-08,173,16,156,0,172,0.09302325581395349,2017-08-01,8,2017,-0.8660254037844384,-0.5000000000000004,140.0,171.0,148.0,195.0,48.0,153.0,183.0,171.0,-31.0,0.09420289855072464,105.0
2017-09,105,11,94,0,105,0.10476190476190476,2017-09-01,9,2017,-1.0,-1.8369701987210297e-16,173.0,140.0,171.0,263.0,59.0,161.33333333333334,179.33333333333334,173.0,33.0,0.09302325581395349,100.0
2017-10,100,11,89,0,100,0.11,2017-10-01,10,2017,-0.8660254037844386,0.5000000000000001,105.0,173.0,140.0,181.0,78.0,139.33333333333334,153.0,173.0,-68.0,0.10476190476190476,136.0
2017-11,136,15,120,0,135,0.1111111111111111,2017-11-01,11,2017,-0.5000000000000004,0.8660254037844384,100.0,105.0,173.0,148.0,70.0,126.0,139.5,173.0,-5.0,0.11,112.0
2017-12,112,19,93,0,112,0.16964285714285715,2017-12-01,12,2017,-2.4492935982947064e-16,1.0,136.0,100.0,105.0,171.0,54.0,113.66666666666667,137.5,136.0,36.0,0.1111111111111111,431.0
2018-01,431,121,310,11,431,0.28074245939675174,2018-01-01,1,2018,0.49999999999999994,0.8660254037844387,112.0,136.0,100.0,140.0,162.0,116.0,127.66666666666667,136.0,-24.0,0.16964285714285715,771.0
2018-02,771,198,570,17,768,0.2578125,2018-02-01,2,2018,0.8660254037844386,0.5000000000000001,431.0,112.0,136.0,173.0,195.0,226.33333333333334,176.16666666666666,431.0,319.0,0.28074245939675174,450.0
2018-03,450,33,416,3,449,0.07349665924276169,2018-03-01,3,2018,1.0,6.123233995736766e-17,771.0,431.0,112.0,105.0,263.0,438.0,275.8333333333333,771.0,340.0,0.2578125,195.0
2018-04,195,12,181,1,193,0.06217616580310881,2018-04-01,4,2018,0.8660254037844387,-0.4999999999999998,450.0,771.0,431.0,100.0,181.0,550.6666666666666,333.3333333333333,771.0,-321.0,0.07349665924276169,78.0
2018-05,78,8,70,0,78,0.10256410256410256,2018-05-01,5,2018,0.49999999999999994,-0.8660254037844387,195.0,450.0,771.0,136.0,148.0,472.0,349.1666666666667,771.0,-255.0,0.06217616580310881,137.0
2018-06,137,14,121,2,135,0.1037037037037037,2018-06-01,6,2018,1.2246467991473532e-16,-1.0,78.0,195.0,450.0,112.0,171.0,241.0,339.5,450.0,-117.0,0.10256410256410256,178.0
2018-07,178,25,152,6,177,0.14124293785310735,2018-07-01,7,2018,-0.4999999999999997,-0.8660254037844388,137.0,78.0,195.0,431.0,140.0,136.66666666666666,343.6666666666667,195.0,59.0,0.1037037037037037,209.0
2018-08,209,18,189,4,207,0.08695652173913043,2018-08-01,8,2018,-0.8660254037844384,-0.5000000000000004,178.0,137.0,78.0,771.0,173.0,131.0,301.5,178.0,41.0,0.14124293785310735,167.0
2018-09,167,18,148,0,166,0.10843373493975904,2018-09-01,9,2018,-1.0,-1.8369701987210297e-16,209.0,178.0,137.0,450.0,105.0,174.66666666666666,207.83333333333334,209.0,31.0,0.08695652173913043,273.0
2018-10,273,33,238,1,271,0.12177121771217712,2018-10-01,10,2018,-0.8660254037844386,0.5000000000000001,167.0,209.0,178.0,195.0,100.0,184.66666666666666,160.66666666666666,209.0,-42.0,0.10843373493975904,301.0
2018-11,301,24,271,0,295,0.08135593220338982,2018-11-01,11,2018,-0.5000000000000004,0.8660254037844384,273.0,167.0,209.0,78.0,136.0,216.33333333333334,173.66666666666666,273.0,106.0,0.12177121771217712,227.0
2018-12,227,33,191,5,224,0.14732142857142858,2018-12-01,12,2018,-2.4492935982947064e-16,1.0,301.0,273.0,167.0,137.0,112.0,247.0,210.83333333333334,301.0,28.0,0.08135593220338982,497.0
2019-01,497,190,307,15,497,0.3822937625754527,2019-01-01,1,2019,0.49999999999999994,0.8660254037844387,227.0,301.0,273.0,178.0,431.0,267.0,225.83333333333334,301.0,-74.0,0.14732142857142858,451.0
2019-02,451,79,369,12,448,0.17633928571428573,2019-02-01,2,2019,0.8660254037844386,0.5000000000000001,497.0,227.0,301.0,209.0,771.0,341.6666666666667,279.0,497.0,270.0,0.3822937625754527,406.0
2019-03,406,71,333,10,404,0.17574257425742573,2019-03-01,3,2019,1.0,6.123233995736766e-17,451.0,497.0,227.0,167.0,450.0,391.6666666666667,319.3333333333333,497.0,-46.0,0.17633928571428573,179.0
2019-04,179,6,173,1,179,0.0335195530726257,2019-04-01,4,2019,0.8660254037844387,-0.4999999999999998,406.0,451.0,497.0,273.0,195.0,451.3333333333333,359.1666666666667,497.0,-45.0,0.17574257425742573,211.0
2019-05,211,10,201,2,211,0.04739336492890995,2019-05-01,5,2019,0.49999999999999994,-0.8660254037844387,179.0,406.0,451.0,301.0,78.0,345.3333333333333,343.5,451.0,-227.0,0.0335195530726257,183.0
2019-06,183,13,170,2,183,0.07103825136612021,2019-06-01,6,2019,1.2246467991473532e-16,-1.0,211.0,179.0,406.0,227.0,137.0,265.3333333333333,328.5,406.0,32.0,0.04739336492890995,211.0
2019-07,211,19,191,8,210,0.09047619047619047,2019-07-01,7,2019,-0.4999999999999997,-0.8660254037844388,183.0,211.0,179.0,497.0,178.0,191.0,321.1666666666667,211.0,-28.0,0.07103825136612021,210.0
2019-08,210,16,194,1,210,0.0761904761904762,2019-08-01,8,2019,-0.8660254037844384,-0.5000000000000004,211.0,183.0,211.0,451.0,209.0,201.66666666666666,273.5,211.0,28.0,0.09047619047619047,170.0
2019-09,170,16,154,5,170,0.09411764705882353,2019-09-01,9,2019,-1.0,-1.8369701987210297e-16,210.0,211.0,183.0,406.0,167.0,201.33333333333334,233.33333333333334,211.0,-1.0,0.0761904761904762,255.0
2019-10,255,17,238,2,255,0.06666666666666667,2019-10-01,10,2019,-0.8660254037844386,0.5000000000000001,170.0,210.0,211.0,179.0,273.0,197.0,194.0,211.0,-40.0,0.09411764705882353,228.0
2019-11,228,14,214,2,228,0.06140350877192982,2019-11-01,11,2019,-0.5000000000000004,0.8660254037844384,255.0,170.0,210.0,211.0,301.0,211.66666666666666,206.66666666666666,255.0,85.0,0.06666666666666667,166.0
2019-12,166,9,157,1,166,0.05421686746987952,2019-12-01,12,2019,-2.4492935982947064e-16,1.0,228.0,255.0,170.0,183.0,227.0,217.66666666666666,209.5,255.0,-27.0,0.06140350877192982,567.0
2020-01,567,159,408,21,567,0.2804232804232804,2020-01-01,1,2020,0.49999999999999994,0.8660254037844387,166.0,228.0,255.0,211.0,497.0,216.33333333333334,206.66666666666666,255.0,-62.0,0.05421686746987952,885.0
2020-02,885,172,713,31,885,0.1943502824858757,2020-02-01,2,2020,0.8660254037844386,0.5000000000000001,567.0,166.0,228.0,210.0,451.0,320.3333333333333,266.0,567.0,401.0,0.2804232804232804,517.0
2020-03,517,55,461,22,516,0.1065891472868217,2020-03-01,3,2020,1.0,6.123233995736766e-17,885.0,567.0,166.0,170.0,406.0,539.3333333333334,378.5,885.0,318.0,0.1943502824858757,174.0
2020-04,174,11,163,4,174,0.06321839080459771,2020-04-01,4,2020,0.8660254037844387,-0.4999999999999998,517.0,885.0,567.0,255.0,179.0,656.3333333333334,436.3333333333333,885.0,-368.0,0.1065891472868217,148.0
2020-05,148,10,138,4,148,0.06756756756756757,2020-05-01,5,2020,0.49999999999999994,-0.8660254037844387,174.0,517.0,885.0,228.0,211.0,525.3333333333334,422.8333333333333,885.0,-343.0,0.06321839080459771,178.0
2020-06,178,5,173,2,178,0.028089887640449437,2020-06-01,6,2020,1.2246467991473532e-16,-1.0,148.0,174.0,517.0,166.0,183.0,279.6666666666667,409.5,517.0,-26.0,0.06756756756756757,140.0
2020-07,140,1,139,0,140,0.007142857142857143,2020-07-01,7,2020,-0.4999999999999997,-0.8660254037844388,178.0,148.0,174.0,567.0,211.0,166.66666666666666,411.5,178.0,30.0,0.028089887640449437,93.0
2020-08,93,10,83,0,93,0.10752688172043011,2020-08-01,8,2020,-0.8660254037844384,-0.5000000000000004,140.0,178.0,148.0,885.0,210.0,155.33333333333334,340.3333333333333,178.0,-38.0,0.007142857142857143,92.0
2020-09,92,5,87,2,92,0.05434782608695652,2020-09-01,9,2020,-1.0,-1.8369701987210297e-16,93.0,140.0,178.0,517.0,170.0,137.0,208.33333333333334,178.0,-47.0,0.10752688172043011,204.0
2020-10,204,16,188,5,204,0.0784313725490196,2020-10-01,10,2020,-0.8660254037844386,0.5000000000000001,92.0,93.0,140.0,174.0,255.0,108.33333333333333,137.5,140.0,-1.0,0.05434782608695652,203.0
2020-11,203,6,197,1,203,0.029556650246305417,2020-11-01,11,2020,-0.5000000000000004,0.8660254037844384,204.0,92.0,93.0,148.0,228.0,129.66666666666666,142.5,204.0,112.0,0.0784313725490196,167.0
2020-12,167,16,151,2,167,0.09580838323353294,2020-12-01,12,2020,-2.4492935982947064e-16,1.0,203.0,204.0,92.0,178.0,166.0,166.33333333333334,151.66666666666666,204.0,-1.0,0.029556650246305417,378.0
2021-01,378,26,352,2,378,0.06878306878306878,2021-01-01,1,2021,0.49999999999999994,0.8660254037844387,167.0,203.0,204.0,140.0,567.0,191.33333333333334,149.83333333333334,204.0,-36.0,0.09580838323353294,290.0
2021-02,290,39,251,2,290,0.13448275862068965,2021-02-01,2,2021,0.8660254037844386,0.5000000000000001,378.0,167.0,203.0,93.0,885.0,249.33333333333334,189.5,378.0,211.0,0.06878306878306878,294.0
2021-03,294,48,246,3,294,0.16326530612244897,2021-03-01,3,2021,1.0,6.123233995736766e-17,290.0,378.0,167.0,92.0,517.0,278.3333333333333,222.33333333333334,378.0,-88.0,0.13448275862068965,148.0
2021-04,148,12,136,1,148,0.08108108108108109,2021-04-01,4,2021,0.8660254037844387,-0.4999999999999998,294.0,290.0,378.0,204.0,174.0,320.6666666666667,256.0,378.0,4.0,0.16326530612244897,189.0
2021-05,189,16,173,1,189,0.08465608465608465,2021-05-01,5,2021,0.49999999999999994,-0.8660254037844387,148.0,294.0,290.0,203.0,148.0,244.0,246.66666666666666,294.0,-146.0,0.08108108108108109,204.0
2021-06,204,21,182,0,203,0.10344827586206896,2021-06-01,6,2021,1.2246467991473532e-16,-1.0,189.0,148.0,294.0,167.0,178.0,210.33333333333334,244.33333333333334,294.0,41.0,0.08465608465608465,252.0
2021-07,252,18,234,0,252,0.07142857142857142,2021-07-01,7,2021,-0.4999999999999997,-0.8660254037844388,204.0,189.0,148.0,378.0,140.0,180.33333333333334,250.5,204.0,15.0,0.10344827586206896,217.0
2021-08,217,10,206,0,216,0.046296296296296294,2021-08-01,8,2021,-0.8660254037844384,-0.5000000000000004,252.0,204.0,189.0,290.0,93.0,215.0,229.5,252.0,48.0,0.07142857142857142,240.0
2021-09,240,10,227,1,237,0.04219409282700422,2021-09-01,9,2021,-1.0,-1.8369701987210297e-16,217.0,252.0,204.0,294.0,92.0,224.33333333333334,217.33333333333334,252.0,-35.0,0.046296296296296294,239.0
2021-10,239,6,233,3,239,0.02510460251046025,2021-10-01,10,2021,-0.8660254037844386,0.5000000000000001,240.0,217.0,252.0,148.0,204.0,236.33333333333334,208.33333333333334,252.0,23.0,0.04219409282700422,318.0
2021-11,318,19,295,4,314,0.06050955414012739,2021-11-01,11,2021,-0.5000000000000004,0.8660254037844384,239.0,240.0,217.0,189.0,203.0,232.0,223.5,240.0,-1.0,0.02510460251046025,342.0
2021-12,342,22,320,4,342,0.06432748538011696,2021-12-01,12,2021,-2.4492935982947064e-16,1.0,318.0,239.0,240.0,204.0,167.0,265.6666666666667,245.0,318.0,79.0,0.06050955414012739,392.0
2022-01,392,65,321,9,386,0.16839378238341968,2022-01-01,1,2022,0.49999999999999994,0.8660254037844387,342.0,318.0,239.0,252.0,378.0,299.6666666666667,268.0,342.0,24.0,0.06432748538011696,454.0
2022-02,454,81,372,18,453,0.17880794701986755,2022-02-01,2,2022,0.8660254037844386,0.5000000000000001,392.0,342.0,318.0,217.0,290.0,350.6666666666667,291.3333333333333,392.0,50.0,0.16839378238341968,493.0
2022-03,493,50,437,8,487,0.1026694045174538,2022-03-01,3,2022,1.0,6.123233995736766e-17,454.0,392.0,342.0,240.0,294.0,396.0,330.8333333333333,454.0,62.0,0.17880794701986755,319.0
2022-04,319,27,291,7,318,0.08490566037735849,2022-04-01,4,2022,0.8660254037844387,-0.4999999999999998,493.0,454.0,392.0,239.0,148.0,446.3333333333333,373.0,493.0,39.0,0.1026694045174538,238.0
2022-05,238,10,228,2,238,0.04201680672268908,2022-05-01,5,2022,0.49999999999999994,-0.8660254037844387,319.0,493.0,454.0,318.0,189.0,422.0,386.3333333333333,493.0,-174.0,0.08490566037735849,287.0
2022-06,287,14,268,2,282,0.04964539007092199,2022-06-01,6,2022,1.2246467991473532e-16,-1.0,238.0,319.0,493.0,342.0,204.0,350.0,373.0,493.0,-81.0,0.04201680672268908,334.0
2022-07,334,17,316,4,333,0.05105105105105105,2022-07-01,7,2022,-0.4999999999999997,-0.8660254037844388,287.0,238.0,319.0,392.0,252.0,281.3333333333333,363.8333333333333,319.0,49.0,0.04964539007092199,313.0
2022-08,313,14,298,1,312,0.04487179487179487,2022-08-01,8,2022,-0.8660254037844384,-0.5000000000000004,334.0,287.0,238.0,454.0,217.0,286.3333333333333,354.1666666666667,334.0,47.0,0.05105105105105105,195.0
2022-09,195,10,184,1,194,0.05154639175257732,2022-09-01,9,2022,-1.0,-1.8369701987210297e-16,313.0,334.0,287.0,493.0,240.0,311.3333333333333,330.6666666666667,334.0,-21.0,0.04487179487179487,257.0
2022-10,257,15,239,3,254,0.05905511811023622,2022-10-01,10,2022,-0.8660254037844386,0.5000000000000001,195.0,313.0,334.0,319.0,239.0,280.6666666666667,281.0,334.0,-118.0,0.05154639175257732,296.0
2022-11,296,12,282,4,294,0.04081632653061224,2022-11-01,11,2022,-0.5000000000000004,0.8660254037844384,257.0,195.0,313.0,238.0,318.0,255.0,270.6666666666667,313.0,62.0,0.05905511811023622,274.0
2022-12,274,23,248,4,271,0.08487084870848709,2022-12-01,12,2022,-2.4492935982947064e-16,1.0,296.0,257.0,195.0,287.0,342.0,249.33333333333334,280.3333333333333,296.0,39.0,0.04081632653061224,658.0
2023-01,658,161,483,27,644,0.25,2023-01-01,1,2023,0.49999999999999994,0.8660254037844387,274.0,296.0,257.0,334.0,392.0,275.6666666666667,278.1666666666667,296.0,-22.0,0.08487084870848709,621.0
2023-02,621,62,539,17,601,0.10316139767054909,2023-02-01,2,2023,0.8660254037844386,0.5000000000000001,658.0,274.0,296.0,313.0,454.0,409.3333333333333,332.1666666666667,658.0,384.0,0.25,457.0
2023-03,457,59,392,15,451,0.13082039911308205,2023-03-01,3,2023,1.0,6.123233995736766e-17,621.0,658.0,274.0,195.0,493.0,517.6666666666666,383.5,658.0,-37.0,0.10316139767054909,358.0
2023-04,358,22,334,4,356,0.06179775280898876,2023-04-01,4,2023,0.8660254037844387,-0.4999999999999998,457.0,621.0,658.0,257.0,319.0,578.6666666666666,427.1666666666667,658.0,-164.0,0.13082039911308205,325.0
2023-05,325,10,312,6,322,0.031055900621118012,2023-05-01,5,2023,0.49999999999999994,-0.8660254037844387,358.0,457.0,621.0,296.0,238.0,478.6666666666667,444.0,621.0,-99.0,0.06179775280898876,250.0
2023-06,250,9,237,2,246,0.036585365853658534,2023-06-01,6,2023,1.2246467991473532e-16,-1.0,325.0,358.0,457.0,274.0,287.0,380.0,448.8333333333333,457.0,-33.0,0.031055900621118012,190.0
2023-07,190,9,181,0,190,0.04736842105263158,2023-07-01,7,2023,-0.4999999999999997,-0.8660254037844388,250.0,325.0,358.0,658.0,334.0,311.0,444.8333333333333,358.0,-75.0,0.036585365853658534,182.0
2023-08,182,12,170,5,182,0.06593406593406594,2023-08-01,8,2023,-0.8660254037844384,-0.5000000000000004,190.0,250.0,325.0,621.0,313.0,255.0,366.8333333333333,325.0,-60.0,0.04736842105263158,163.0
2023-09,163,7,154,1,161,0.043478260869565216,2023-09-01,9,2023,-1.0,-1.8369701987210297e-16,182.0,190.0,250.0,457.0,195.0,207.33333333333334,293.6666666666667,250.0,-8.0,0.06593406593406594,235.0
2023-10,235,13,220,5,233,0.055793991416309016,2023-10-01,10,2023,-0.8660254037844386,0.5000000000000001,163.0,182.0,190.0,358.0,257.0,178.33333333333334,244.66666666666666,190.0,-19.0,0.043478260869565216,190.0
2023-11,190,9,179,7,188,0.047872340425531915,2023-11-01,11,2023,-0.5000000000000004,0.8660254037844384,235.0,163.0,182.0,325.0,296.0,193.33333333333334,224.16666666666666,235.0,72.0,0.055793991416309016,245.0
2023-12,245,18,223,5,241,0.07468879668049792,2023-12-01,12,2023,-2.4492935982947064e-16,1.0,190.0,235.0,163.0,250.0,274.0,196.0,201.66666666666666,235.0,-45.0,0.047872340425531915,400.0
2024-01,400,65,329,13,394,0.1649746192893401,2024-01-01,1,2024,0.49999999999999994,0.8660254037844387,245.0,190.0,235.0,190.0,658.0,223.33333333333334,200.83333333333334,245.0,55.0,0.07468879668049792,562.0
2024-02,562,111,441,23,552,0.20108695652173914,2024-02-01,2,2024,0.8660254037844386,0.5000000000000001,400.0,245.0,190.0,182.0,621.0,278.3333333333333,235.83333333333334,400.0,155.0,0.1649746192893401,379.0
2024-03,379,25,350,10,375,0.06666666666666667,2024-03-01,3,2024,1.0,6.123233995736766e-17,562.0,400.0,245.0,163.0,457.0,402.3333333333333,299.1666666666667,562.0,162.0,0.20108695652173914,280.0
2024-04,280,11,265,9,276,0.03985507246376811,2024-04-01,4,2024,0.8660254037844387,-0.4999999999999998,379.0,562.0,400.0,235.0,358.0,447.0,335.1666666666667,562.0,-183.0,0.06666666666666667,240.0
2024-05,240,11,224,1,235,0.04680851063829787,2024-05-01,5,2024,0.49999999999999994,-0.8660254037844387,280.0,379.0,562.0,190.0,325.0,407.0,342.6666666666667,562.0,-99.0,0.03985507246376811,220.0
2024-06,220,6,213,3,219,0.0273972602739726,2024-06-01,6,2024,1.2246467991473532e-16,-1.0,240.0,280.0,379.0,245.0,250.0,299.6666666666667,351.0,379.0,-40.0,0.04680851063829787,316.0
2024-07,316,13,300,3,313,0.04153354632587859,2024-07-01,7,2024,-0.4999999999999997,-0.8660254037844388,220.0,240.0,280.0,400.0,190.0,246.66666666666666,346.8333333333333,280.0,-20.0,0.0273972602739726,223.0
2024-08,223,9,211,4,220,0.04090909090909091,2024-08-01,8,2024,-0.8660254037844384,-0.5000000000000004,316.0,220.0,240.0,562.0,182.0,258.6666666666667,332.8333333333333,316.0,96.0,0.04153354632587859,160.0
2024-09,160,11,149,1,160,0.06875,2024-09-01,9,2024,-1.0,-1.8369701987210297e-16,223.0,316.0,220.0,379.0,163.0,253.0,276.3333333333333,316.0,-93.0,0.04090909090909091,205.0
2024-10,205,9,193,0,202,0.04455445544554455,2024-10-01,10,2024,-0.8660254037844386,0.5000000000000001,160.0,223.0,316.0,280.0,235.0,233.0,239.83333333333334,316.0,-63.0,0.06875,203.0
2024-11,203,8,192,3,200,0.04,2024-11-01,11,2024,-0.5000000000000004,0.8660254037844384,205.0,160.0,223.0,240.0,190.0,196.0,227.33333333333334,223.0,45.0,0.04455445544554455,238.0
2024-12,238,38,195,6,233,0.1630901287553648,2024-12-01,12,2024,-2.4492935982947064e-16,1.0,203.0,205.0,160.0,220.0,245.0,189.33333333333334,221.16666666666666,205.0,-2.0,0.04,459.0
2025-01,459,77,369,17,446,0.1726457399103139,2025-01-01,1,2025,0.49999999999999994,0.8660254037844387,238.0,203.0,205.0,316.0,400.0,215.33333333333334,224.16666666666666,238.0,35.0,0.1630901287553648,431.0
2025-02,431,25,400,8,425,0.058823529411764705,2025-02-01,2,2025,0.8660254037844386,0.5000000000000001,459.0,238.0,203.0,223.0,562.0,300.0,248.0,459.0,221.0,0.1726457399103139,320.0
2025-03,320,15,302,8,317,0.0473186119873817,2025-03-01,3,2025,1.0,6.123233995736766e-17,431.0,459.0,238.0,160.0,379.0,376.0,282.6666666666667,459.0,-28.0,0.058823529411764705,215.0
2025-04,215,6,208,3,214,0.028037383177570093,2025-04-01,4,2025,0.8660254037844387,-0.4999999999999998,320.0,431.0,459.0,205.0,280.0,403.3333333333333,309.3333333333333,459.0,-111.0,0.0473186119873817,231.0
2025-05,231,9,218,4,227,0.039647577092511016,2025-05-01,5,2025,0.49999999999999994,-0.8660254037844387,215.0,320.0,431.0,203.0,240.0,322.0,311.0,431.0,-105.0,0.028037383177570093,281.0
2025-06,281,10,268,3,278,0.03597122302158273,2025-06-01,6,2025,1.2246467991473532e-16,-1.0,231.0,215.0,320.0,238.0,220.0,255.33333333333334,315.6666666666667,320.0,16.0,0.039647577092511016,245.0
2025-07,245,7,230,0,237,0.029535864978902954,2025-07-01,7,2025,-0.4999999999999997,-0.8660254037844388,281.0,231.0,215.0,459.0,316.0,242.33333333333334,322.8333333333333,281.0,50.0,0.03597122302158273,274.0
2025-08,274,9,259,5,268,0.033582089552238806,2025-08-01,8,2025,-0.8660254037844384,-0.5000000000000004,245.0,281.0,231.0,431.0,223.0,252.33333333333334,287.1666666666667,281.0,-36.0,0.029535864978902954,316.0
2025-09,316,11,297,5,308,0.03571428571428571,2025-09-01,9,2025,-1.0,-1.8369701987210297e-16,274.0,245.0,281.0,320.0,160.0,266.6666666666667,261.0,281.0,29.0,0.033582089552238806,216.0
2025-10,216,10,204,3,214,0.04672897196261682,2025-10-01,10,2025,-0.8660254037844386,0.5000000000000001,316.0,274.0,245.0,215.0,205.0,278.3333333333333,260.3333333333333,316.0,42.0,0.03571428571428571,169.0
2025-11,169,13,152,5,165,0.07878787878787878,2025-11-01,11,2025,-0.5000000000000004,0.8660254037844384,216.0,316.0,274.0,231.0,203.0,268.6666666666667,260.5,316.0,-100.0,0.04672897196261682,180.0
